classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.no-i-don-t-see-any-dolphin-echolocation-here,data.aggregation_version,data.yes-dolphin-echolocation-is-present,data.no-there-are-no-spectral-bands-present,data.yes-i-see-spectral-bands,data.None,data.i-m-not-sure
629685604,audrey.perez,2850908.0,28567,T1,2025-04-10 19:52:50 UTC,107912788,question_extractor,,5.2.0,,,,,
629685625,audrey.perez,2850908.0,28567,T0,2025-04-10 19:52:55 UTC,107912660,question_extractor,1.0,5.2.0,,,,,
629685625,audrey.perez,2850908.0,28567,T1,2025-04-10 19:52:55 UTC,107912660,question_extractor,,5.2.0,,,,,
629685645,audrey.perez,2850908.0,28567,T0,2025-04-10 19:52:59 UTC,107912898,question_extractor,1.0,5.2.0,,,,,
629685645,audrey.perez,2850908.0,28567,T1,2025-04-10 19:52:59 UTC,107912898,question_extractor,,5.2.0,,,,,
629685711,audrey.perez,2850908.0,28567,T0,2025-04-10 19:53:12 UTC,107912722,question_extractor,,5.2.0,1.0,,,,
629685711,audrey.perez,2850908.0,28567,T1,2025-04-10 19:53:12 UTC,107912722,question_extractor,,5.2.0,,,,,1.0
629685738,audrey.perez,2850908.0,28567,T0,2025-04-10 19:53:19 UTC,107912772,question_extractor,1.0,5.2.0,,,,,
629685738,audrey.perez,2850908.0,28567,T1,2025-04-10 19:53:19 UTC,107912772,question_extractor,,5.2.0,,,,,
629685741,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 19:53:19 UTC,107912902,question_extractor,,5.2.0,1.0,,,,
629685741,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 19:53:19 UTC,107912902,question_extractor,,5.2.0,,,,,1.0
629685758,audrey.perez,2850908.0,28567,T0,2025-04-10 19:53:22 UTC,107912899,question_extractor,1.0,5.2.0,,,,,
629685758,audrey.perez,2850908.0,28567,T1,2025-04-10 19:53:22 UTC,107912899,question_extractor,,5.2.0,,,,,
629685805,audrey.perez,2850908.0,28567,T0,2025-04-10 19:53:32 UTC,107912888,question_extractor,,5.2.0,1.0,,,,
629685805,audrey.perez,2850908.0,28567,T1,2025-04-10 19:53:32 UTC,107912888,question_extractor,,5.2.0,,1.0,,,
629685811,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 19:53:34 UTC,107912740,question_extractor,,5.2.0,1.0,,,,
629685811,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 19:53:34 UTC,107912740,question_extractor,,5.2.0,,,1.0,,
629685885,audrey.perez,2850908.0,28567,T0,2025-04-10 19:53:54 UTC,107912729,question_extractor,,5.2.0,1.0,,,,
629685885,audrey.perez,2850908.0,28567,T1,2025-04-10 19:53:54 UTC,107912729,question_extractor,,5.2.0,,1.0,,,
629685907,audrey.perez,2850908.0,28567,T0,2025-04-10 19:53:59 UTC,107912892,question_extractor,,5.2.0,1.0,,,,
629685907,audrey.perez,2850908.0,28567,T1,2025-04-10 19:53:59 UTC,107912892,question_extractor,,5.2.0,,1.0,,,
629685930,audrey.perez,2850908.0,28567,T0,2025-04-10 19:54:04 UTC,107912774,question_extractor,,5.2.0,1.0,,,,
629685930,audrey.perez,2850908.0,28567,T1,2025-04-10 19:54:04 UTC,107912774,question_extractor,,5.2.0,,1.0,,,
629685943,audrey.perez,2850908.0,28567,T0,2025-04-10 19:54:08 UTC,107912891,question_extractor,1.0,5.2.0,,,,,
629685943,audrey.perez,2850908.0,28567,T1,2025-04-10 19:54:08 UTC,107912891,question_extractor,,5.2.0,,,,,
629685966,audrey.perez,2850908.0,28567,T0,2025-04-10 19:54:13 UTC,107912657,question_extractor,,5.2.0,1.0,,,,
629685966,audrey.perez,2850908.0,28567,T1,2025-04-10 19:54:13 UTC,107912657,question_extractor,,5.2.0,,1.0,,,
629698944,audrey.perez,2850908.0,28567,T0,2025-04-10 20:50:04 UTC,107912751,question_extractor,1.0,5.2.0,,,,,
629698944,audrey.perez,2850908.0,28567,T1,2025-04-10 20:50:04 UTC,107912751,question_extractor,,5.2.0,,,,,
629715019,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:08:57 UTC,107912627,question_extractor,,5.2.0,1.0,,,,
629715019,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:08:57 UTC,107912627,question_extractor,,5.2.0,,1.0,,,
629715043,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:09:06 UTC,107912936,question_extractor,,5.2.0,1.0,,,,
629715043,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:09:06 UTC,107912936,question_extractor,,5.2.0,,1.0,,,
629715186,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:09:57 UTC,107912631,question_extractor,1.0,5.2.0,,,,,
629715186,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:09:57 UTC,107912631,question_extractor,,5.2.0,,,,,
629715197,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:10:03 UTC,107912952,question_extractor,1.0,5.2.0,,,,,
629715197,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:10:03 UTC,107912952,question_extractor,,5.2.0,,,,,
629715229,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:10:13 UTC,107912926,question_extractor,,5.2.0,1.0,,,,
629715229,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:10:13 UTC,107912926,question_extractor,,5.2.0,,1.0,,,
629715248,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:10:21 UTC,107912810,question_extractor,,5.2.0,1.0,,,,
629715248,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:10:21 UTC,107912810,question_extractor,,5.2.0,,1.0,,,
629715292,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:10:34 UTC,107912897,question_extractor,1.0,5.2.0,,,,,
629715292,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:10:34 UTC,107912897,question_extractor,,5.2.0,,,,,
629715307,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:10:41 UTC,107912688,question_extractor,1.0,5.2.0,,,,,
629715307,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:10:41 UTC,107912688,question_extractor,,5.2.0,,,,,
629715335,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:10:52 UTC,107912791,question_extractor,,5.2.0,1.0,,,,
629715335,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:10:52 UTC,107912791,question_extractor,,5.2.0,,,,,1.0
629715403,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:11:21 UTC,107912669,question_extractor,1.0,5.2.0,,,,,
629715403,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:11:21 UTC,107912669,question_extractor,,5.2.0,,,,,
629717391,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:23:37 UTC,107912753,question_extractor,,5.2.0,1.0,,,,
629717391,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:23:37 UTC,107912753,question_extractor,,5.2.0,,1.0,,,
629717398,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:23:40 UTC,107912905,question_extractor,1.0,5.2.0,,,,,
629717398,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:23:40 UTC,107912905,question_extractor,,5.2.0,,,,,
629717414,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:23:44 UTC,107912895,question_extractor,,5.2.0,1.0,,,,
629717414,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:23:44 UTC,107912895,question_extractor,,5.2.0,,1.0,,,
629717418,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:23:46 UTC,107912819,question_extractor,,5.2.0,1.0,,,,
629717418,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:23:46 UTC,107912819,question_extractor,,5.2.0,,,1.0,,
629717454,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:23:58 UTC,107912759,question_extractor,,5.2.0,1.0,,,,
629717454,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:23:58 UTC,107912759,question_extractor,,5.2.0,,1.0,,,
629717457,378226,2854185.0,28567,T0,2025-04-10 22:23:59 UTC,107912754,question_extractor,1.0,5.2.0,,,,,
629717457,378226,2854185.0,28567,T1,2025-04-10 22:23:59 UTC,107912754,question_extractor,,5.2.0,,,,,
629717497,378226,2854185.0,28567,T0,2025-04-10 22:24:14 UTC,107912776,question_extractor,1.0,5.2.0,,,,,
629717497,378226,2854185.0,28567,T1,2025-04-10 22:24:14 UTC,107912776,question_extractor,,5.2.0,,,,,
629717505,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:24:15 UTC,107912859,question_extractor,1.0,5.2.0,,,,,
629717505,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:24:15 UTC,107912859,question_extractor,,5.2.0,,,,,
629717508,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:24:16 UTC,107912644,question_extractor,,5.2.0,1.0,,,,
629717508,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:24:16 UTC,107912644,question_extractor,,5.2.0,,1.0,,,
629717537,378226,2854185.0,28567,T0,2025-04-10 22:24:31 UTC,107912702,question_extractor,,5.2.0,1.0,,,,
629717537,378226,2854185.0,28567,T1,2025-04-10 22:24:31 UTC,107912702,question_extractor,,5.2.0,,,1.0,,
629717566,378226,2854185.0,28567,T0,2025-04-10 22:24:43 UTC,107912822,question_extractor,,5.2.0,1.0,,,,
629717566,378226,2854185.0,28567,T1,2025-04-10 22:24:43 UTC,107912822,question_extractor,,5.2.0,,,1.0,,
629717586,378226,2854185.0,28567,T0,2025-04-10 22:24:51 UTC,107912713,question_extractor,1.0,5.2.0,,,,,
629717586,378226,2854185.0,28567,T1,2025-04-10 22:24:51 UTC,107912713,question_extractor,,5.2.0,,,,,
629717607,378226,2854185.0,28567,T0,2025-04-10 22:24:59 UTC,107912717,question_extractor,,5.2.0,1.0,,,,
629717607,378226,2854185.0,28567,T1,2025-04-10 22:24:59 UTC,107912717,question_extractor,,5.2.0,,,1.0,,
629717617,378226,2854185.0,28567,T0,2025-04-10 22:25:04 UTC,107912913,question_extractor,,5.2.0,1.0,,,,
629717617,378226,2854185.0,28567,T1,2025-04-10 22:25:04 UTC,107912913,question_extractor,,5.2.0,,,1.0,,
629717641,378226,2854185.0,28567,T0,2025-04-10 22:25:12 UTC,107912816,question_extractor,,5.2.0,1.0,,,,
629717641,378226,2854185.0,28567,T1,2025-04-10 22:25:12 UTC,107912816,question_extractor,,5.2.0,,,1.0,,
629717667,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:25:21 UTC,107912752,question_extractor,1.0,5.2.0,,,,,
629717667,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:25:21 UTC,107912752,question_extractor,,5.2.0,,,,,
629717669,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:25:21 UTC,107912828,question_extractor,,5.2.0,,,,,1.0
629717669,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:25:21 UTC,107912828,question_extractor,,5.2.0,,,,,
629717682,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:25:26 UTC,107912634,question_extractor,1.0,5.2.0,,,,,
629717682,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:25:26 UTC,107912634,question_extractor,,5.2.0,,,,,
629717701,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:25:31 UTC,107912849,question_extractor,1.0,5.2.0,,,,,
629717701,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:25:31 UTC,107912849,question_extractor,,5.2.0,,,,,
629717703,378226,2854185.0,28567,T0,2025-04-10 22:25:31 UTC,107912845,question_extractor,,5.2.0,1.0,,,,
629717703,378226,2854185.0,28567,T1,2025-04-10 22:25:31 UTC,107912845,question_extractor,,5.2.0,,,1.0,,
629717729,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:25:40 UTC,107912621,question_extractor,,5.2.0,1.0,,,,
629717729,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:25:40 UTC,107912621,question_extractor,,5.2.0,,1.0,,,
629717738,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:25:43 UTC,107912691,question_extractor,,5.2.0,1.0,,,,
629717738,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:25:43 UTC,107912691,question_extractor,,5.2.0,,1.0,,,
629717745,ekaru2,2851074.0,28567,T0,2025-04-10 22:25:47 UTC,107912776,question_extractor,1.0,5.2.0,,,,,
629717745,ekaru2,2851074.0,28567,T1,2025-04-10 22:25:47 UTC,107912776,question_extractor,,5.2.0,,,,,
629717751,zandrea.alej,2852004.0,28567,T0,2025-04-10 22:25:48 UTC,107912639,question_extractor,1.0,5.2.0,,,,,
629717751,zandrea.alej,2852004.0,28567,T1,2025-04-10 22:25:48 UTC,107912639,question_extractor,,5.2.0,,,,,
629717772,ekaru2,2851074.0,28567,T0,2025-04-10 22:25:55 UTC,107912717,question_extractor,,5.2.0,1.0,,,,
629717772,ekaru2,2851074.0,28567,T1,2025-04-10 22:25:55 UTC,107912717,question_extractor,,5.2.0,,1.0,,,
629717787,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:25:59 UTC,107912797,question_extractor,,5.2.0,1.0,,,,
629717787,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:25:59 UTC,107912797,question_extractor,,5.2.0,,1.0,,,
629717788,audrey.perez,2850908.0,28567,T0,2025-04-10 22:25:59 UTC,107912863,question_extractor,,5.2.0,1.0,,,,
629717788,audrey.perez,2850908.0,28567,T1,2025-04-10 22:25:59 UTC,107912863,question_extractor,,5.2.0,,,,,1.0
629717789,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:25:59 UTC,107912691,question_extractor,,5.2.0,1.0,,,,
629717789,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:25:59 UTC,107912691,question_extractor,,5.2.0,,1.0,,,
629717799,zandrea.alej,2852004.0,28567,T0,2025-04-10 22:26:02 UTC,107912888,question_extractor,,5.2.0,1.0,,,,
629717799,zandrea.alej,2852004.0,28567,T1,2025-04-10 22:26:02 UTC,107912888,question_extractor,,5.2.0,,,1.0,,
629717803,ekaru2,2851074.0,28567,T0,2025-04-10 22:26:04 UTC,107912947,question_extractor,,5.2.0,,,,,1.0
629717803,ekaru2,2851074.0,28567,T1,2025-04-10 22:26:04 UTC,107912947,question_extractor,,5.2.0,,,,,
629717806,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:26:04 UTC,107912705,question_extractor,1.0,5.2.0,,,,,
629717806,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:26:04 UTC,107912705,question_extractor,,5.2.0,,,,,
629717808,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:05 UTC,107912747,question_extractor,,5.2.0,1.0,,,,
629717808,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:05 UTC,107912747,question_extractor,,5.2.0,,1.0,,,
629717816,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:08 UTC,107912814,question_extractor,1.0,5.2.0,,,,,
629717816,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:08 UTC,107912814,question_extractor,,5.2.0,,,,,
629717825,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:12 UTC,107912957,question_extractor,1.0,5.2.0,,,,,
629717825,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:12 UTC,107912957,question_extractor,,5.2.0,,,,,
629717838,ekaru2,2851074.0,28567,T0,2025-04-10 22:26:14 UTC,107912809,question_extractor,1.0,5.2.0,,,,,
629717838,ekaru2,2851074.0,28567,T1,2025-04-10 22:26:14 UTC,107912809,question_extractor,,5.2.0,,,,,
629717844,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:16 UTC,107912888,question_extractor,,5.2.0,1.0,,,,
629717844,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:16 UTC,107912888,question_extractor,,5.2.0,,1.0,,,
629717868,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:20 UTC,107912658,question_extractor,1.0,5.2.0,,,,,
629717868,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:20 UTC,107912658,question_extractor,,5.2.0,,,,,
629717876,audrey.perez,2850908.0,28567,T0,2025-04-10 22:26:23 UTC,107912754,question_extractor,,5.2.0,1.0,,,,
629717876,audrey.perez,2850908.0,28567,T1,2025-04-10 22:26:23 UTC,107912754,question_extractor,,5.2.0,,1.0,,,
629717883,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:24 UTC,107912644,question_extractor,,5.2.0,1.0,,,,
629717883,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:24 UTC,107912644,question_extractor,,5.2.0,,1.0,,,
629717899,ekaru2,2851074.0,28567,T0,2025-04-10 22:26:28 UTC,107912903,question_extractor,,5.2.0,1.0,,,,
629717899,ekaru2,2851074.0,28567,T1,2025-04-10 22:26:28 UTC,107912903,question_extractor,,5.2.0,,1.0,,,
629717905,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:29 UTC,107912676,question_extractor,,5.2.0,1.0,,,,
629717905,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:29 UTC,107912676,question_extractor,,5.2.0,,1.0,,,
629717920,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:26:32 UTC,107912654,question_extractor,,5.2.0,1.0,,,,
629717920,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:26:32 UTC,107912654,question_extractor,,5.2.0,,1.0,,,
629717926,378226,2854185.0,28567,T0,2025-04-10 22:26:34 UTC,107912630,question_extractor,,5.2.0,1.0,,,,
629717926,378226,2854185.0,28567,T1,2025-04-10 22:26:34 UTC,107912630,question_extractor,,5.2.0,,,1.0,,
629717934,zandrea.alej,2852004.0,28567,T0,2025-04-10 22:26:36 UTC,107912687,question_extractor,,5.2.0,1.0,,,,
629717934,zandrea.alej,2852004.0,28567,T1,2025-04-10 22:26:36 UTC,107912687,question_extractor,,5.2.0,,1.0,,,
629717943,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:26:38 UTC,107912824,question_extractor,1.0,5.2.0,,,,,
629717943,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:26:38 UTC,107912824,question_extractor,,5.2.0,,,,,
629717953,378226,2854185.0,28567,T0,2025-04-10 22:26:41 UTC,107912838,question_extractor,1.0,5.2.0,,,,,
629717953,378226,2854185.0,28567,T1,2025-04-10 22:26:41 UTC,107912838,question_extractor,,5.2.0,,,,,
629717954,ekaru2,2851074.0,28567,T0,2025-04-10 22:26:41 UTC,107912937,question_extractor,,5.2.0,1.0,,,,
629717954,ekaru2,2851074.0,28567,T1,2025-04-10 22:26:41 UTC,107912937,question_extractor,,5.2.0,,1.0,,,
629717965,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:26:43 UTC,107912780,question_extractor,1.0,5.2.0,,,,,
629717965,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:26:43 UTC,107912780,question_extractor,,5.2.0,,,,,
629717969,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:46 UTC,107912663,question_extractor,,5.2.0,1.0,,,,
629717969,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:46 UTC,107912663,question_extractor,,5.2.0,,1.0,,,
629717974,audrey.perez,2850908.0,28567,T0,2025-04-10 22:26:47 UTC,107912790,question_extractor,,5.2.0,1.0,,,,
629717974,audrey.perez,2850908.0,28567,T1,2025-04-10 22:26:47 UTC,107912790,question_extractor,,5.2.0,,,,,1.0
629717978,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:26:48 UTC,107912813,question_extractor,1.0,5.2.0,,,,,
629717978,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:26:48 UTC,107912813,question_extractor,,5.2.0,,,,,
629717987,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:26:51 UTC,107912672,question_extractor,,5.2.0,1.0,,,,
629717987,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:26:51 UTC,107912672,question_extractor,,5.2.0,,1.0,,,
629717990,378226,2854185.0,28567,T0,2025-04-10 22:26:52 UTC,107912950,question_extractor,1.0,5.2.0,,,,,
629717990,378226,2854185.0,28567,T1,2025-04-10 22:26:52 UTC,107912950,question_extractor,,5.2.0,,,,,
629717996,audrey.perez,2850908.0,28567,T0,2025-04-10 22:26:52 UTC,107912684,question_extractor,1.0,5.2.0,,,,,
629717996,audrey.perez,2850908.0,28567,T1,2025-04-10 22:26:52 UTC,107912684,question_extractor,,5.2.0,,,,,
629718002,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:26:54 UTC,107912707,question_extractor,1.0,5.2.0,,,,,
629718002,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:26:54 UTC,107912707,question_extractor,,5.2.0,,,,,
629718010,378226,2854185.0,28567,T0,2025-04-10 22:26:56 UTC,107912652,question_extractor,,5.2.0,1.0,,,,
629718010,378226,2854185.0,28567,T1,2025-04-10 22:26:56 UTC,107912652,question_extractor,,5.2.0,,,1.0,,
629718021,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:26:59 UTC,107912770,question_extractor,1.0,5.2.0,,,,,
629718021,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:26:59 UTC,107912770,question_extractor,,5.2.0,,,,,
629718029,audrey.perez,2850908.0,28567,T0,2025-04-10 22:27:02 UTC,107912679,question_extractor,1.0,5.2.0,,,,,
629718029,audrey.perez,2850908.0,28567,T1,2025-04-10 22:27:02 UTC,107912679,question_extractor,,5.2.0,,,,,
629718044,378226,2854185.0,28567,T0,2025-04-10 22:27:07 UTC,107912814,question_extractor,1.0,5.2.0,,,,,
629718044,378226,2854185.0,28567,T1,2025-04-10 22:27:07 UTC,107912814,question_extractor,,5.2.0,,,,,
629718055,audrey.perez,2850908.0,28567,T0,2025-04-10 22:27:10 UTC,107912731,question_extractor,1.0,5.2.0,,,,,
629718055,audrey.perez,2850908.0,28567,T1,2025-04-10 22:27:10 UTC,107912731,question_extractor,,5.2.0,,,,,
629718064,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:27:13 UTC,107912943,question_extractor,1.0,5.2.0,,,,,
629718064,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:27:13 UTC,107912943,question_extractor,,5.2.0,,,,,
629718068,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:27:14 UTC,107912919,question_extractor,,5.2.0,1.0,,,,
629718068,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:27:14 UTC,107912919,question_extractor,,5.2.0,,1.0,,,
629718081,zandrea.alej,2852004.0,28567,T0,2025-04-10 22:27:18 UTC,107912631,question_extractor,1.0,5.2.0,,,,,
629718081,zandrea.alej,2852004.0,28567,T1,2025-04-10 22:27:18 UTC,107912631,question_extractor,,5.2.0,,,,,
629718105,zandrea.alej,2852004.0,28567,T0,2025-04-10 22:27:24 UTC,107912777,question_extractor,1.0,5.2.0,,,,,
629718105,zandrea.alej,2852004.0,28567,T1,2025-04-10 22:27:24 UTC,107912777,question_extractor,,5.2.0,,,,,
629718108,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:27:25 UTC,107912764,question_extractor,,5.2.0,1.0,,,,
629718108,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:27:25 UTC,107912764,question_extractor,,5.2.0,,1.0,,,
629718132,audrey.perez,2850908.0,28567,T0,2025-04-10 22:27:31 UTC,107912954,question_extractor,1.0,5.2.0,,,,,
629718132,audrey.perez,2850908.0,28567,T1,2025-04-10 22:27:31 UTC,107912954,question_extractor,,5.2.0,,,,,
629718137,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:27:33 UTC,107912847,question_extractor,,5.2.0,1.0,,,,
629718137,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:27:33 UTC,107912847,question_extractor,,5.2.0,,1.0,,,
629718151,audrey.perez,2850908.0,28567,T0,2025-04-10 22:27:37 UTC,107912636,question_extractor,1.0,5.2.0,,,,,
629718151,audrey.perez,2850908.0,28567,T1,2025-04-10 22:27:37 UTC,107912636,question_extractor,,5.2.0,,,,,
629718160,jaslynlomibao,2854182.0,28567,T0,2025-04-10 22:27:39 UTC,107912637,question_extractor,1.0,5.2.0,,,,,
629718160,jaslynlomibao,2854182.0,28567,T1,2025-04-10 22:27:39 UTC,107912637,question_extractor,,5.2.0,,,,,
629718163,378226,2854185.0,28567,T0,2025-04-10 22:27:39 UTC,107912811,question_extractor,,5.2.0,1.0,,,,
629718163,378226,2854185.0,28567,T1,2025-04-10 22:27:39 UTC,107912811,question_extractor,,5.2.0,,,1.0,,
629718171,audrey.perez,2850908.0,28567,T0,2025-04-10 22:27:41 UTC,107912874,question_extractor,1.0,5.2.0,,,,,
629718171,audrey.perez,2850908.0,28567,T1,2025-04-10 22:27:41 UTC,107912874,question_extractor,,5.2.0,,,,,
629718182,jamiekoehler_09,2851457.0,28567,T0,2025-04-10 22:27:44 UTC,107912928,question_extractor,1.0,5.2.0,,,,,
629718182,jamiekoehler_09,2851457.0,28567,T1,2025-04-10 22:27:44 UTC,107912928,question_extractor,,5.2.0,,,,,
629718185,ekaru2,2851074.0,28567,T0,2025-04-10 22:27:45 UTC,107912900,question_extractor,,5.2.0,1.0,,,,
629718185,ekaru2,2851074.0,28567,T1,2025-04-10 22:27:45 UTC,107912900,question_extractor,,5.2.0,,1.0,,,
629718186,audrey.perez,2850908.0,28567,T0,2025-04-10 22:27:45 UTC,107912682,question_extractor,1.0,5.2.0,,,,,
629718186,audrey.perez,2850908.0,28567,T1,2025-04-10 22:27:45 UTC,107912682,question_extractor,,5.2.0,,,,,
629718200,eehenderson,2853193.0,28567,T0,2025-04-10 22:27:50 UTC,107912636,question_extractor,1.0,5.2.0,,,,,
629718200,eehenderson,2853193.0,28567,T1,2025-04-10 22:27:50 UTC,107912636,question_extractor,,5.2.0,,,,,
629718207,zandrea.alej,2852004.0,28567,T0,2025-04-10 22:27:51 UTC,107912890,question_extractor,,5.2.0,1.0,,,,
629718207,zandrea.alej,2852004.0,28567,T1,2025-04-10 22:27:51 UTC,107912890,question_extractor,,5.2.0,,,1.0,,
629718209,378226,2854185.0,28567,T0,2025-04-10 22:27:52 UTC,107912955,question_extractor,,5.2.0,1.0,,,,
629718209,378226,2854185.0,28567,T1,2025-04-10 22:27:52 UTC,107912955,question_extractor,,5.2.0,,,1.0,,
629718241,eehenderson,2853193.0,28567,T0,2025-04-10 22:28:02 UTC,107912825,question_extractor,,5.2.0,1.0,,,,
629718241,eehenderson,2853193.0,28567,T1,2025-04-10 22:28:02 UTC,107912825,question_extractor,,5.2.0,,1.0,,,
629718243,378226,2854185.0,28567,T0,2025-04-10 22:28:02 UTC,107912654,question_extractor,,5.2.0,1.0,,,,
629718243,378226,2854185.0,28567,T1,2025-04-10 22:28:02 UTC,107912654,question_extractor,,5.2.0,,,1.0,,
629718274,SarahShiers,2849214.0,28567,T0,2025-04-10 22:28:11 UTC,107912890,question_extractor,,5.2.0,1.0,,,,
629718274,SarahShiers,2849214.0,28567,T1,2025-04-10 22:28:11 UTC,107912890,question_extractor,,5.2.0,,1.0,,,
629718277,eehenderson,2853193.0,28567,T0,2025-04-10 22:28:11 UTC,107912927,question_extractor,,5.2.0,1.0,,,,
629718277,eehenderson,2853193.0,28567,T1,2025-04-10 22:28:11 UTC,107912927,question_extractor,,5.2.0,,1.0,,,
629718297,zandrea.alej,2852004.0,28567,T0,2025-04-10 22:28:17 UTC,107912666,question_extractor,,5.2.0,,,,,1.0
629718297,zandrea.alej,2852004.0,28567,T1,2025-04-10 22:28:17 UTC,107912666,question_extractor,,5.2.0,,,,,
